,technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
1356,T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",Windows Registry,Windows Registry Key Modification
1357,T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",File,File Modification
1358,T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",Process,Process Termination
1359,T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",Cloud Storage,Cloud Storage Metadata
1360,T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",Cloud Storage,Cloud Storage Modification
1361,T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",Process,Process Creation
1362,T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",Command,Command Execution
1363,T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",File,File Modification
1364,T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",File,File Creation
1365,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Process,Process Creation
1366,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Command,Command Execution
1367,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",File,File Modification
1368,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",File,File Deletion
1369,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Image,Image Deletion
1370,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Instance,Instance Deletion
1371,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Snapshot,Snapshot Deletion
1372,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Cloud Storage,Cloud Storage Deletion
1373,T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",Volume,Volume Deletion
1374,T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",Active Directory,Active Directory Object Creation
1375,T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",Active Directory,Active Directory Object Deletion
1376,T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",Active Directory,Active Directory Object Modification
1377,T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",Command,Command Execution
1378,T1482,False,Domain Trust Discovery,['discovery'],['Windows'],Process,Process Creation
1379,T1482,False,Domain Trust Discovery,['discovery'],['Windows'],Command,Command Execution
1380,T1482,False,Domain Trust Discovery,['discovery'],['Windows'],Process,OS API Execution
1381,T1482,False,Domain Trust Discovery,['discovery'],['Windows'],Script,Script Execution
1382,T1480,False,Execution Guardrails,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
1383,T1480,False,Execution Guardrails,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
1384,T1221,False,Template Injection,['defense-evasion'],['Windows'],Process,Process Creation
1385,T1221,False,Template Injection,['defense-evasion'],['Windows'],Network Traffic,Network Connection Creation
1386,T1221,False,Template Injection,['defense-evasion'],['Windows'],Network Traffic,Network Traffic Content
1387,T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",Process,Process Creation
1388,T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",Command,Command Execution
1389,T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",Active Directory,Active Directory Object Modification
1390,T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",File,File Metadata
1391,T1220,False,XSL Script Processing,['defense-evasion'],['Windows'],Process,Process Creation
1392,T1220,False,XSL Script Processing,['defense-evasion'],['Windows'],Module,Module Load
1393,T1217,False,Browser Bookmark Discovery,['discovery'],"['Linux', 'Windows', 'macOS']",Process,Process Creation
1394,T1217,False,Browser Bookmark Discovery,['discovery'],"['Linux', 'Windows', 'macOS']",Command,Command Execution
1395,T1217,False,Browser Bookmark Discovery,['discovery'],"['Linux', 'Windows', 'macOS']",File,File Access
1396,T1212,False,Exploitation for Credential Access,['credential-access'],"['Linux', 'Windows', 'macOS']",,
1397,T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",File,File Creation
1398,T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",Process,Process Creation
1399,T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",Network Traffic,Network Connection Creation
1400,T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",Network Traffic,Network Traffic Content
1401,T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",Application Log,Application Log Content
1402,T1211,False,Exploitation for Defense Evasion,['defense-evasion'],"['Linux', 'Windows', 'macOS']",,
1403,T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],Process,Process Creation
1404,T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],Network Traffic,Network Connection Creation
1405,T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],Service,Service Metadata
1406,T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],Command,Command Execution
1407,T1203,False,Exploitation for Client Execution,['execution'],"['Linux', 'Windows', 'macOS']",,
1408,T1201,False,Password Policy Discovery,['discovery'],"['Windows', 'Linux', 'macOS', 'IaaS']",User Account,User Account Metadata
1409,T1201,False,Password Policy Discovery,['discovery'],"['Windows', 'Linux', 'macOS', 'IaaS']",Process,Process Creation
1410,T1201,False,Password Policy Discovery,['discovery'],"['Windows', 'Linux', 'macOS', 'IaaS']",Command,Command Execution
1411,T1195,False,Supply Chain Compromise,['initial-access'],"['Linux', 'Windows', 'macOS']",,
1412,T1199,False,Trusted Relationship,['initial-access'],"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS']",Application Log,Application Log Content
1413,T1199,False,Trusted Relationship,['initial-access'],"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS']",Logon Session,Logon Session Metadata
1414,T1199,False,Trusted Relationship,['initial-access'],"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS']",Logon Session,Logon Session Creation
1415,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],Process,Process Creation
1416,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],File,File Creation
1417,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],Module,Module Load
1418,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],Process,OS API Execution
1419,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],Command,Command Execution
1420,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],Windows Registry,Windows Registry Key Modification
1421,T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],Network Traffic,Network Connection Creation
1422,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Application Log,Application Log Content
1423,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Instance,Instance Start
1424,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Instance,Instance Creation
1425,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Image,Image Creation
1426,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Command,Command Execution
1427,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Container,Container Start
1428,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Container,Container Creation
1429,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Network Traffic,Network Connection Creation
1430,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Network Traffic,Network Traffic Content
1431,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",File,File Creation
1432,T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",Process,Process Creation
1433,T1213,False,Data from Information Repositories,['collection'],"['Linux', 'Windows', 'macOS', 'SaaS', 'Office 365', 'Google Workspace', 'IaaS']",Logon Session,Logon Session Creation
1434,T1213,False,Data from Information Repositories,['collection'],"['Linux', 'Windows', 'macOS', 'SaaS', 'Office 365', 'Google Workspace', 'IaaS']",Application Log,Application Log Content
1435,T1190,False,Exploit Public-Facing Application,['initial-access'],"['Windows', 'IaaS', 'Network', 'Linux', 'macOS', 'Containers']",Application Log,Application Log Content
1436,T1190,False,Exploit Public-Facing Application,['initial-access'],"['Windows', 'IaaS', 'Network', 'Linux', 'macOS', 'Containers']",Network Traffic,Network Traffic Content
1437,T1210,False,Exploitation of Remote Services,['lateral-movement'],"['Linux', 'Windows', 'macOS']",Application Log,Application Log Content
1438,T1210,False,Exploitation of Remote Services,['lateral-movement'],"['Linux', 'Windows', 'macOS']",Network Traffic,Network Traffic Content
1439,T1200,False,Hardware Additions,['initial-access'],"['Windows', 'Linux', 'macOS']",,
1440,T1202,False,Indirect Command Execution,['defense-evasion'],['Windows'],Process,Process Creation
1441,T1202,False,Indirect Command Execution,['defense-evasion'],['Windows'],Command,Command Execution
1442,T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",Process,Process Creation
1443,T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",Network Traffic,Network Traffic Flow
1444,T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",Network Traffic,Network Connection Creation
1445,T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",Network Traffic,Network Traffic Content
1446,T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],Active Directory,Active Directory Object Creation
1447,T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],Active Directory,Active Directory Object Modification
1448,T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],Network Traffic,Network Traffic Content
1449,T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],User Account,User Account Authentication
1450,T1216,False,Signed Script Proxy Execution,['defense-evasion'],['Windows'],Process,Process Creation
1451,T1216,False,Signed Script Proxy Execution,['defense-evasion'],['Windows'],Command,Command Execution
1452,T1216,False,Signed Script Proxy Execution,['defense-evasion'],['Windows'],Script,Script Execution
1453,T1205,False,Traffic Signaling,"['defense-evasion', 'persistence', 'command-and-control']","['Linux', 'macOS', 'Windows', 'Network']",Network Traffic,Network Connection Creation
1454,T1205,False,Traffic Signaling,"['defense-evasion', 'persistence', 'command-and-control']","['Linux', 'macOS', 'Windows', 'Network']",Network Traffic,Network Traffic Flow
1455,T1205,False,Traffic Signaling,"['defense-evasion', 'persistence', 'command-and-control']","['Linux', 'macOS', 'Windows', 'Network']",Network Traffic,Network Traffic Content
1456,T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
1457,T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
1458,T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
1459,T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Creation
1460,T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",File,File Creation
1461,T1187,False,Forced Authentication,['credential-access'],['Windows'],File,File Access
1462,T1187,False,Forced Authentication,['credential-access'],['Windows'],File,File Creation
1463,T1187,False,Forced Authentication,['credential-access'],['Windows'],File,File Modification
1464,T1187,False,Forced Authentication,['credential-access'],['Windows'],Network Traffic,Network Traffic Content
1465,T1187,False,Forced Authentication,['credential-access'],['Windows'],Network Traffic,Network Traffic Flow
1466,T1175,False,Component Object Model and Distributed COM,"['lateral-movement', 'execution']",['Windows'],,
1467,T1185,False,Browser Session Hijacking,['collection'],['Windows'],Process,Process Modification
1468,T1185,False,Browser Session Hijacking,['collection'],['Windows'],Process,Process Access
1469,T1185,False,Browser Session Hijacking,['collection'],['Windows'],Logon Session,Logon Session Creation
1470,T1140,False,Deobfuscate/Decode Files or Information,['defense-evasion'],"['Windows', 'Linux', 'macOS']",Process,Process Creation
1471,T1140,False,Deobfuscate/Decode Files or Information,['defense-evasion'],"['Windows', 'Linux', 'macOS']",File,File Modification
1472,T1140,False,Deobfuscate/Decode Files or Information,['defense-evasion'],"['Windows', 'Linux', 'macOS']",Script,Script Execution
1473,T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Creation
1474,T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,Process Metadata
1475,T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],Process,OS API Execution
1476,T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],User Account,User Account Metadata
1477,T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],Active Directory,Active Directory Object Modification
1478,T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],Command,Command Execution
1479,T1149,False,LC_MAIN Hijacking,['defense-evasion'],['macOS'],,
1480,T1136,False,Create Account,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",User Account,User Account Creation
1481,T1136,False,Create Account,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Process,Process Creation
1482,T1136,False,Create Account,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Command,Command Execution
1483,T1135,False,Network Share Discovery,['discovery'],"['macOS', 'Windows', 'Linux']",Process,Process Creation
1484,T1135,False,Network Share Discovery,['discovery'],"['macOS', 'Windows', 'Linux']",Command,Command Execution
1485,T1135,False,Network Share Discovery,['discovery'],"['macOS', 'Windows', 'Linux']",Process,OS API Execution
1486,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",Process,Process Creation
1487,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",Command,Command Execution
1488,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",Windows Registry,Windows Registry Key Creation
1489,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",Windows Registry,Windows Registry Key Modification
1490,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",File,File Creation
1491,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",File,File Modification
1492,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",Module,Module Load
1493,T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",Application Log,Application Log Content
1494,T1153,False,Source,['execution'],"['Linux', 'macOS']",,
1495,T1133,False,External Remote Services,"['persistence', 'initial-access']","['Windows', 'Linux', 'Containers', 'macOS']",Application Log,Application Log Content
1496,T1133,False,External Remote Services,"['persistence', 'initial-access']","['Windows', 'Linux', 'Containers', 'macOS']",Logon Session,Logon Session Metadata
1497,T1133,False,External Remote Services,"['persistence', 'initial-access']","['Windows', 'Linux', 'Containers', 'macOS']",Network Traffic,Network Traffic Flow
1498,T1132,False,Data Encoding,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
1499,T1129,False,Shared Modules,['execution'],['Windows'],Process,OS API Execution
1500,T1129,False,Shared Modules,['execution'],['Windows'],Module,Module Load
1501,T1127,False,Trusted Developer Utilities Proxy Execution,['defense-evasion'],['Windows'],Process,Process Creation
1502,T1127,False,Trusted Developer Utilities Proxy Execution,['defense-evasion'],['Windows'],Command,Command Execution
1503,T1125,False,Video Capture,['collection'],"['Windows', 'macOS']",Process,OS API Execution
1504,T1125,False,Video Capture,['collection'],"['Windows', 'macOS']",Command,Command Execution
1505,T1124,False,System Time Discovery,['discovery'],['Windows'],Process,Process Creation
1506,T1124,False,System Time Discovery,['discovery'],['Windows'],Command,Command Execution
1507,T1124,False,System Time Discovery,['discovery'],['Windows'],Process,OS API Execution
1508,T1123,False,Audio Capture,['collection'],"['Linux', 'macOS', 'Windows']",Process,OS API Execution
1509,T1123,False,Audio Capture,['collection'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
1510,T1120,False,Peripheral Device Discovery,['discovery'],"['Windows', 'macOS']",Process,Process Creation
1511,T1120,False,Peripheral Device Discovery,['discovery'],"['Windows', 'macOS']",Command,Command Execution
1512,T1120,False,Peripheral Device Discovery,['discovery'],"['Windows', 'macOS']",Process,OS API Execution
1513,T1119,False,Automated Collection,['collection'],"['Linux', 'macOS', 'Windows']",File,File Access
1514,T1119,False,Automated Collection,['collection'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
1515,T1119,False,Automated Collection,['collection'],"['Linux', 'macOS', 'Windows']",Script,Script Execution
1516,T1115,False,Clipboard Data,['collection'],"['Linux', 'Windows', 'macOS']",Process,OS API Execution
1517,T1115,False,Clipboard Data,['collection'],"['Linux', 'Windows', 'macOS']",Command,Command Execution
1518,T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace', 'macOS', 'Linux']",File,File Access
1519,T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace', 'macOS', 'Linux']",Network Traffic,Network Connection Creation
1520,T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace', 'macOS', 'Linux']",Logon Session,Logon Session Creation
1521,T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace', 'macOS', 'Linux']",Command,Command Execution
1522,T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace', 'macOS', 'Linux']",Application Log,Application Log Content
1523,T1113,False,Screen Capture,['collection'],"['Linux', 'macOS', 'Windows']",Process,OS API Execution
1524,T1113,False,Screen Capture,['collection'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
1525,T1112,False,Modify Registry,['defense-evasion'],['Windows'],Process,Process Creation
1526,T1112,False,Modify Registry,['defense-evasion'],['Windows'],Process,OS API Execution
1527,T1112,False,Modify Registry,['defense-evasion'],['Windows'],Command,Command Execution
1528,T1112,False,Modify Registry,['defense-evasion'],['Windows'],Windows Registry,Windows Registry Key Creation
1529,T1112,False,Modify Registry,['defense-evasion'],['Windows'],Windows Registry,Windows Registry Key Modification
1530,T1112,False,Modify Registry,['defense-evasion'],['Windows'],Windows Registry,Windows Registry Key Deletion
1531,T1111,False,Two-Factor Authentication Interception,['credential-access'],"['Linux', 'Windows', 'macOS']",Windows Registry,Windows Registry Key Modification
1532,T1111,False,Two-Factor Authentication Interception,['credential-access'],"['Linux', 'Windows', 'macOS']",Driver,Driver Load
1533,T1111,False,Two-Factor Authentication Interception,['credential-access'],"['Linux', 'Windows', 'macOS']",Process,OS API Execution
1534,T1110,False,Brute Force,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",Command,Command Execution
1535,T1110,False,Brute Force,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",User Account,User Account Authentication
1536,T1110,False,Brute Force,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",Application Log,Application Log Content
1537,T1108,False,Redundant Access,"['defense-evasion', 'persistence']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS']",,
1538,T1106,False,Native API,['execution'],"['Windows', 'macOS', 'Linux']",Process,OS API Execution
1539,T1106,False,Native API,['execution'],"['Windows', 'macOS', 'Linux']",Module,Module Load
1540,T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
1541,T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
1542,T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
1543,T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",File,File Creation
1544,T1104,False,Multi-Stage Channels,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
1545,T1104,False,Multi-Stage Channels,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
1546,T1102,False,Web Service,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
1547,T1102,False,Web Service,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
1548,T1102,False,Web Service,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
1549,T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",File,File Modification
1550,T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Command,Command Execution
1551,T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Process,Process Creation
1552,T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Group,Group Modification
1553,T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",User Account,User Account Modification
1554,T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Active Directory,Active Directory Object Modification
1555,T1095,False,Non-Application Layer Protocol,['command-and-control'],"['Windows', 'Linux', 'macOS', 'Network']",Network Traffic,Network Traffic Flow
1556,T1095,False,Non-Application Layer Protocol,['command-and-control'],"['Windows', 'Linux', 'macOS', 'Network']",Network Traffic,Network Traffic Content
1557,T1092,False,Communication Through Removable Media,['command-and-control'],"['Linux', 'macOS', 'Windows']",Drive,Drive Creation
1558,T1092,False,Communication Through Removable Media,['command-and-control'],"['Linux', 'macOS', 'Windows']",Drive,Drive Access
1559,T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],Process,Process Creation
1560,T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],File,File Access
1561,T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],File,File Creation
1562,T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],Drive,Drive Creation
1563,T1090,False,Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",Network Traffic,Network Traffic Flow
1564,T1090,False,Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",Network Traffic,Network Connection Creation
1565,T1090,False,Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",Network Traffic,Network Traffic Content
1566,T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",User Account,User Account Metadata
1567,T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Command,Command Execution
1568,T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Process,Process Creation
1569,T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",File,File Access
1570,T1083,False,File and Directory Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
1571,T1083,False,File and Directory Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
1572,T1083,False,File and Directory Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",Process,OS API Execution
1573,T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",Instance,Instance Metadata
1574,T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",Process,Process Creation
1575,T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",Command,Command Execution
1576,T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",Process,OS API Execution
1577,T1080,False,Taint Shared Content,['lateral-movement'],"['Windows', 'Office 365', 'SaaS', 'Linux', 'macOS']",Process,Process Creation
1578,T1080,False,Taint Shared Content,['lateral-movement'],"['Windows', 'Office 365', 'SaaS', 'Linux', 'macOS']",File,File Creation
1579,T1080,False,Taint Shared Content,['lateral-movement'],"['Windows', 'Office 365', 'SaaS', 'Linux', 'macOS']",File,File Modification
1580,T1080,False,Taint Shared Content,['lateral-movement'],"['Windows', 'Office 365', 'SaaS', 'Linux', 'macOS']",Network Share,Network Share Access
1581,T1078,False,Valid Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",Logon Session,Logon Session Metadata
1582,T1078,False,Valid Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",User Account,User Account Authentication
1583,T1078,False,Valid Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",Logon Session,Logon Session Creation
1584,T1074,False,Data Staged,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",File,File Access
1585,T1074,False,Data Staged,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",File,File Creation
1586,T1074,False,Data Staged,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",Command,Command Execution
1587,T1072,False,Software Deployment Tools,"['execution', 'lateral-movement']","['Linux', 'macOS', 'Windows']",Application Log,Application Log Content
1588,T1072,False,Software Deployment Tools,"['execution', 'lateral-movement']","['Linux', 'macOS', 'Windows']",Process,Process Creation
1589,T1071,False,Application Layer Protocol,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
1590,T1071,False,Application Layer Protocol,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
1591,T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",Process,Process Creation
1592,T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",File,File Deletion
